program,url,title,text,text_length
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/ydl-2019/,Yessenov Data Lab 2019 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2019
The Yessenov Data Lab is an 8-week long intensive summer school program that fast tracks its participants into a Data Science career, and provides a unique opportunity to solve real-life business challenges. Upon the completion of this program, participants will receive a Data Scientist certificate.
Dates of the school: Jun 10 – Aug 2, 2018.Schedule: Mon-Fri 9am-6pm
Cohort: 25 participants. Venue: AlmaU, Almaty
The graduates of the summer school will be acquiring the following skills:
- Programming in Python within data analysis
- Preprocessing
- Visualization of data and finding data dependency
- Forecasting on the basis of historical data
- Understanding different algorithms of training
- Right choice of model of training
- Fundamental understanding of functioning of neural networks
Program eligibility
Applicants must be citizens of the Republic of Kazakhstan (over 18), students (undergraduate, graduate or Ph.D.) or practicing specialists with strong analytical skills and basic knowledge in linear algebra and statistics
Requirements to candidates:
- Strong analytical skills
- Basic knowledge of statistics and linear algebra
- The following is a plus:
- Programming skills;
- Knowledge of source control (git/svn/…), command line/ssh, testing, developer methodologies (Agile/spiral/…), cloud familiarity (AWS/Azure/…);
- Certificates of successful completion of programming courses or a bachelor diploma in Science in CS or other tech discipline (math, physics, and engineering);
- Upper intermediate English (6.5 IELTS or 90 TOEFL ibt or other way to show fluency).
Number of grants: 25. The language of training is Russian, with the occasional usage of technical English.
Participation in the Program is free of charge for all winners of the Program.
The participants residing outside of Almaty will be provided with financial sponsorship that covers a two-way domestic flight to Almaty, accommodation and daily meals (on ground or a cash equivalent of the listed expenses) for the period of the Program.
Required documents:
- A copy of the candidate’s national ID;
- A copy of the candidate’s diplomas, certificates on completion of courses (programming, statistics, etc.), participation in Olympiads (math, IT or any other tech disciplines);
- A copy of the candidate’s transcript (all completed semesters) and a copy of Bachelor degree diploma with transcript (for graduates and specialists);
- An essay on the following topic “I want to study data analysis to…” (more than 7 sentences and less than 2 pages);
- A detailed portfolio demonstrating the candidate’s achievements in the IT field (if possible);
- Link to a public repository (GitHub – for example) of a project, in which the candidate’s contribution was more than 50%;
- A copy of certificates demonstrating the candidate’s good command of the English language (if possible).
Application call is open from March 4 to March 31, 2019.
Application and all the required documents must be sent to the Foundation’s e-mail: info@yessenovfoundation.org.
Seen by: 1,007",3069
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/ydl-2020/,Yessenov Data Lab 2020 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2020
Yessenov Data Lab 2020 Summer School is a 5-week intensive training of young Kazakhstan’s scientists in basic skills of volume data analysis for further application of knowledge in real practical work, as well as the development of their communication skills
Dates of the school: 15 June to 17 July 2020. NB DUE TO THE CORONAVIRUS PANDEMIC, THE START OF CLASSES IS POSTPONED TO JULY 13.
Schedule: on weekdays from 9:00 to 18:00.
 Number of participants: 20 participants.
 Location: Almaty, al-Farabi Kazakh National University. NB DUE TO THE CORONAVIRUS PANDEMIC, THE SCHOOL WILL BE HELD ONLINE.
Graduates will gain the following skills:
- Python programming as part of data analysis
- Statistical analysis methods
- Data pre-processing and preparation for subsequent analysis
- Data visualization and pattern recognition
- Forecasting based on historical data
- Understanding various learning algorithms
- The right choice of training model
Program terms
Program participants: citizens of the Republic of Kazakhstan over 18, current researchers, undergraduate and graduate students in technical and natural sciences studying in Kazakhstan’s universities.
Candidate requirements:
- Strong analytical skills
- Interest in a relevant scientific field, and an appropriate confirmation thereof: own scientific articles, materials, results of any research, etc.;
- The candidate must demonstrate interest and commitment to scientific activities in Kazakhstan.
- Knowledge of the basics of statistics and linear algebra
- The following will be an advantage:- Programming skills;
- Certificates of completion of a programming course or a bachelor’s degree in a technical specialty (mathematics, physics, engineering);
- Intermediate English skills (6.0 IELTS/80 TOEFL ibt or other proof of language proficiency) and higher.
 
Number of scholarships: 20
Language of instruction: Russian, the use of technical English elements is possible.
Submission deadline: 24 February to 15 March 2020.
Fill out an application on the Foundation’s website and provide the following documents:
- Copy of an identity card;
- A copy of the transcript (all semesters) and a diploma of Bachelor’s programme with grades (for undergraduates and specialists);
- The statement “I want to learn data analysis in order to …” (at least 7 sentences and not more than 2 pages);
- CV;
- Portfolio showing the candidate’s achievements in research and/or expressed interests in a specific scientific field with a respective evidence: own scientific articles, materials, results of any research, etc.;
- Certificate of English Proficiency (if any).
Note: Winners study at no cost. For winners residing outside Almaty, the Foundation provides assistance to cover the cost of air travel within Kazakhstan to Almaty and back, provides them with accommodation and meals, or a cash equivalent for the duration of the training.
Seen by: 1,071",2919
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/ydl-2023/,Yessenov Data Lab 2023 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2023
Please read the Program Provisions at the bottom of the page carefully.
Yessenov Data Lab program is a 4-week online intensive course to train Kazakhstani young scientists/specialists in the basic skills of big data analysis to apply knowledge in further work.
Dates of the school: June 12 to July 08, 2023
Number of participants: 20
Program terms:
Program participants: citizens of the Republic of Kazakhstan over 18, current researchers, undergraduate and graduate students in technical and natural sciences studying in Kazakhstan’s universities.
Candidate requirements:
- strong analytical skills;
- interest and desire to engage in scientific activity and/or develop IT technologies in Kazakhstan;
- basic knowledge of statistics and linear algebra.
The applicant must have personal equipment (computer/laptop) that meets the following parameters:
- CPU Intel Core i3 and AMD Ryzen 3 and higher
- RAM 4 GB and higher.
Language of instruction: Russian, the use of technical English elements is possible.
Submission deadline: March 10 to April 11, 2023
Fill out an application on the Foundation’s website and provide the following documents:
- A copy of ID card;
- A copy of transcript (all semesters) or a copy of Bachelor degree diploma with transcript (for graduates and specialists);
- An essay on the following topic “I want to study data analysis to…” (at least 7 sentences and no more than 750 words);
- CV/Resume
- A portfolio demonstrating the candidate’s achievements in the field of scientific research and/or expressed interests in a particular scientific field, and provide relevant confirmations: own scientific articles, materials, results of any research, etc;
- A certificate confirming good command of the English language (if available).
Acceptance of applications will end until April 11, 2023 at 15:00 Astana time (GMT+6). Applications received after the deadline will not be reviewed.
Seen by: 1,437",1946
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/yessenov-data-lab-2024/,Yessenov Data Lab 2024 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2024
PLEASE CAREFULLY STUDY THE PROVISIONS OF THE PROGRAM AT THE BOTTOM OF THE PAGE.
Yessenov Data Lab program is a 4-week intensive training for Kazakhstani young scientists/professionals in basic Big Data analysis skills to apply knowledge to further work.
Dates of the school: June 17 to July 13, 2024 ( 17-5/06 – online, 8-13/07 – offline).
Number of participants: 20
PROGRAM TERMS: Program participants: citizens of the Republic of Kazakhstan who are over 18 (eighteen) years of age, undergraduate students, master’s students, doctoral students and working professionals
Candidate requirements:
- strong analytical skills;
- interest and willingness to engage in scientific activities and/or develop IT technologies in Kazakhstan;
- basic knowledge of statistics and linear algebra;
- basic knowledge of programming (in any programming language).
The applicant must have a personal laptop with characteristics sufficient for comfortable programming. Recommended parameters:
- CPU Intel Core Gen 7 and higher, Mac Silicon M1 and higher;
- RAM 6 GB and higher.
Language of instruction: Russian, the use of technical English elements is possible.
Submission deadline: March 14 to April 17, 2024
Fill out an application on the Foundation’s website and provide the following documents:
Mandatory documents:
- Copy of ID;
- A copy of the transcript (all semesters) or undergraduate diploma with grades (for undergraduates and professionals);
- An essay on the topic “I want to learn how to analyze data so that…” (at least 7 sentences and no more than 750 words);
- СV
Additional documents:
- A portfolio demonstrating the candidate’s achievements in scientific research and/or evident interest in a particular scientific area, with the relevant confirmation:
- completion of the course – no more than 2 (two) certificates*;
- publications – no more than 2 (two) publications*;
- certificates in science – no more than 2 (two) certificates*;
- own scientific papers, materials, results of any research;
- сertificate confirming English language proficiency (if available).
*The Foundation considers a limited number of certificates. The candidate must independently select the certificates that best represent personal achievements.
The deadline for acceptance of applications is April 17, 2024, 3:00 P.M. Astana time (UTC+5). Applications received after the deadline will not be considered.
Seen by: 3,006",2423
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/yessenov-data-lab-2025/,Yessenov Data Lab 2025 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2025
PLEASE CAREFULLY STUDY THE PROVISIONS OF THE PROGRAM AT THE BOTTOM OF THE PAGE.
Yessenov Data Lab program is a 4-week intensive training course for young Kazakhstani scientists and professionals in the basic skills of working with Big Data and artificial intelligence.
Dates of the school: June 16, to July 11, 2025 (Online: June 16–27, Offline in Almaty: June 30 – July 11).
Number of participants: 20
PROGRAM TERMS: Program participants: citizens of the Republic of Kazakhstan who are over 18 (eighteen) years of age, undergraduate students, master’s students, doctoral students and working professionals
Candidate requirements:
- strong analytical skills;
- interest and willingness to engage in scientific activities and/or develop IT technologies in Kazakhstan;
- basic knowledge of statistics and linear algebra;
- basic knowledge of programming (in any programming language).
The applicant must have a personal laptop with characteristics sufficient for comfortable programming. Recommended parameters:
- CPU Intel Core Gen 7 and higher, Mac Silicon M1 and higher;
- RAM 6 GB and higher.
Language of instruction: Russian, the use of technical English elements is possible.
Submission deadline: March 31 to May 5, 2025
Fill out an application on the Foundation’s website and provide the following documents:
Mandatory documents:
- copy of ID;
- student transcript (GPA not lower than 3.0). Applications with a GPA lower than 3.0 will not be considered.
- certificate of no criminal record/presence of a criminal record.
- a copy of the transcript (all semesters) or undergraduate diploma with grades (for undergraduates and professionals);
- an essay on the topic “I want to learn how to analyze data so that…” (not less than 7 sentences and no more than 750 words) must be submitted only in an editable Microsoft Word document and written in the language of the application form – Kazakh, Russian, or English.
- СV
Additional documents:
- a portfolio demonstrating the candidate’s achievements in scientific research and/or expressed interests in a specific scientific/technical area, along with providing relevant supporting documents:
- certificates for participation/victories in an olympiad – no more than two (2) certificates*;
- certificates confirming completion of courses, etc. – no more than two (2) certificates*;
- certificates for social activity and volunteering – no more than two (2) certificates*;
- publications – no more than two (2) publications*;
- links to projects in which the candidate participated or implemented independently – no more than 3 examples (for each example, no more than 2 photos/screenshots of pages/links to websites and/or social media, along with a text explanation of no more than 150 words)*.
*The Foundation considers a limited number of certificates. The candidate must independently select the certificates that best represent personal achievements.
The deadline for acceptance of applications is May 5, 2025, 3:00 P.M. Astana time (GMT+5). Applications received after the deadline will not be considered.
Seen by: 3,314",3099
yessenov-data-lab,https://yessenovfoundation.org/en/about-us/programs/resources/yessenov-data-lab/yessenov-data-lab-2026/,Yessenov Data Lab 2026 — Shakhmardan Yessenov Foundation,"Yessenov Data Lab 2026
PLEASE CAREFULLY STUDY THE PROVISIONS OF THE PROGRAM AT THE BOTTOM OF THE PAGE.
Yessenov Data Lab 2026 is a 4-week intensive training program aimed at teaching young Kazakhstani scientists and professionals the basic skills of working with Big Data and artificial intelligence.
Dates of the school: June 15 to July 10, 2026
 (Online: June 15–26, Offline in Almaty: June 29 – July 10).
Number of participants: 20
PROGRAM TERMS
Program participants:
 Citizens of the Republic of Kazakhstan over 18 years of age, undergraduate, master’s and doctoral students, as well as working professionals in technical and natural science fields.
Candidate requirements:
- strong analytical skills;
- interest and willingness to engage in scientific activities and/or develop IT technologies in Kazakhstan;
- basic knowledge of statistics and linear algebra;
- basic knowledge of programming (in any programming language).
The applicant must have a personal laptop with specifications sufficient for comfortable programming. Recommended parameters:
- CPU Intel Core Gen 7 and higher, Mac Silicon M1 and higher;
- RAM 6 GB and higher.
Language of instruction: Russian, with possible use of technical English
Submission deadline:
March 26 to April 28, 2026 (inclusive).
Fill out an application on the Foundation’s website and provide the following documents:
Mandatory documents:
- copy of ID;
- student transcript (GPA not lower than 3.0). Applications with a GPA lower than 3.0 will not be considered;
- certificate of no criminal record / presence of a criminal record;
- a copy of the transcript (all semesters) or undergraduate diploma with grades (for master’s students and professionals);
- an essay on the topic “I want to learn how to analyze data so that…” (not less than 7 sentences and no more than 750 words), submitted in an editable format and written in the language of the application form – Kazakh, Russian, or English;
- CV.
Additional documents:
A portfolio demonstrating the candidate’s achievements in scientific research and/or expressed interests in a specific scientific/technical area, with supporting documents:
- certificates for participation/victories in olympiads – no more than 2 certificates;
- certificates confirming completion of courses – no more than 2 certificates;
- certificates for social activity and volunteering – no more than 2 certificates;
- publications – no more than 2 publications;
- links to projects in which the candidate participated or implemented independently – no more than 3 examples (each may include up to 2 images/screenshots/links and a description of up to 150 words).
*The Foundation considers a limited number of documents. Candidates must independently select those that best reflect their achievements.
The deadline for application submission is April 28, 2026, at 3:00 PM (Astana time, GMT+5).
Applications submitted after the deadline will not be considered.
Seen by: 1,653",2950
internships-in-it-startups,https://yessenovfoundation.org/en/about-us/programs/resources/internships-in-it-startups/it-2016/,Internships in IT startups 2016 — Shakhmardan Yessenov Foundation,"Internships in IT startups 2016
5 grants are allocated to specialists in IT field to undertake a 6-month long internship at a startup in the Silicon Valley (USA).
Program eligibility
Applicants must be Kazakhstani citizens over 18, masters program students majoring in IT-related disciplines or practicing specialists who have already received an IT-related degree. Fields in IT: Front end developer, Back end developer, System level programmer, Data scientist, Mobile developer, Database engineer.
Grant amount will cover expenses such as a round-trip ticket, visa fees and accommodation and daily meal costs on ground throughout the internship’s term.
Number of grants: 5
Required documents:
- CV;
- Scan copy of ID;
- Motivation letter;
- References;
- Detailed portfolio demonstrating achievements in IT field;
- Certificates of completion of any supplementary courses.
Applications are accepted till March 31, 2016.
Application package must be only emailed to the foundation: info@yessenovfoundation.org
Seen by: 878",1021
internships-in-it-startups,https://yessenovfoundation.org/en/about-us/programs/resources/internships-in-it-startups/it-2017/,Internships in IT startups 2017 — Shakhmardan Yessenov Foundation,"Internships in IT startups 2017
5 grants are allocated to undertake a 6-month long internship at a startup in the Silicon Valley (USA). Winners must be professionals in IT field.
Program eligibility
Applicants must be Kazakhstani citizens over 18, masters program students majoring in IT-related disciplines or practicing specialists who have already received an IT-related degree. Fields in IT: Front end developer, Back end developer, System level programmer, Data scientist, Mobile developer, Database engineer.
Grant amount will cover the period of the internship, a round-trip ticket, accommodation, daily meals on ground, and visa.
Number of grants: 5
Required documents:
- CV;
- Scan copy of ID;
- Motivation letter;
- References;
- Detailed portfolio demonstrating achievements in IT field;
- Certificates of completion of any supplementary courses.
Application call is open from Sep 25 through Oct 22, 2017
Application and all the required documents must be sent to the Foundation’s e-mail: info@yessenovfoundation.org.
Seen by: 925",1041
internships-in-it-startups,https://yessenovfoundation.org/en/about-us/programs/resources/internships-in-it-startups/it-2018/,Internships in IT startups 2018 — Shakhmardan Yessenov Foundation,"Internships in IT startups 2018
“INTERNSHIPS IN IT STARTUPS IN USA” COMPETITION
Does experiencing the startup life in Silicon Valley sound like dream? Do you have what it takes to succeed in the high-tech start-up capital of the world? The Yessenov Foundation gives you the unique possibility to prove yourself. Yessenov Foundation is launching a competition for a free internship at Sillicon Valley’s most promising startups.
All citizens of the Republic of Kazakhstan are eligible to enter the competition. The main criteria for selection are your professional skills and desire to self-improve. It doesn’t matter who you are right now – an accomplished IT professional or a Master’s student – what matters is who you want to become!
The “Internships in IT startups in USA” program is your chance to drastically change your life!
Application dates: September 17th – October 21st  2018
 Available grants: 5
 Selection process:
 Stage 1 – applications evaluation,
 Stage 2 – interviews.
General requirements:
- Upper intermediate English (7.0 IELTS or 100 TOEFL ibt or any other proof of language proficiency;
- Knowledge of source control (git/svn/…), command line/ssh, testing, developer methodologies (Agile/spiral/…), cloud familiarity (AWS/Azure/…);
- 1+ years of work experience;
- Bachelor of Science in CS or other tech discipline (math, physics, and engineering) is a plus.
In-demand roles in startups:
- Front end developer (or full stack)
 Required knowledge: CSS, Javascript. Knowledge in any of the major backend languages.
- Back end developer (or full stack)
 Required knowledge: proficiency in one or more of the following languages/technologies: Python, Php, C#, Java, Ruby, NodeJS.
- System level programmer
 Required knowledge: C/C++, WinAPI/Linux kernel. 2+ years work experience
- Data scientist
 Required knowledge: Python, MATLAB/Octave/R. Strong math background – MS (PhD preferred) in CS or other tech discipline. Knowledge of machine learning frameworks.
- Mobile developer
 Required knowledge: Objective-C/Java/C#, Cocoa/Unity, SQL/SQLite. Having complete products is strongly preferred.
- Database engineer
 Required knowledge: SQL and NoSQL (Oracle/MongoDB), Distributed computing (Hadoop)
To participate in this Program’s competition, the following documents are required from applicants:
- Filled out application form;
- CV;
- ID scan;
- Motivation letter;
- References;
- Detailed portfolio demonstrating achievements in the IT field;
- Certificates of completion from any supplementary courses (certificates, diplomas, etc.).
All applications must be sent to the Foundation’s email address: info@yessenovfoundation.org
 Please confirm receipt of your application by phone: + 7 727 346 92 88.
 More information on the terms and conditions of the competition is provided in the program’s provisions at: yessenovfoundation.org
Seen by: 1,270",2871
internships-in-it-startups,https://yessenovfoundation.org/en/about-us/programs/resources/internships-in-it-startups/it-2019/,Internships in IT startups 2019 — Shakhmardan Yessenov Foundation,"Internships in IT startups 2019
“INTERNSHIPS IN IT STARTUPS IN USA” COMPETITION
Do you want to be in the thick of things and try your hand among the strongest IT professionals in the world? The Silicon Valley is waiting for you! Our competition will select 5 of the best candidates for a 6-months internship at Silicon Valley’s most promising startups. Don’t miss this unique opportunity learn from the best!
All citizens of the Republic of Kazakhstan (over 18) are eligible to enter the competition. The main criteria for selection are your professional skills and desire to self-improve. It doesn’t matter who you are right now – an accomplished IT professional or a Master’s student – what matters is who you want to become!
Application dates: September 16th to October 20th, 2019
Available grants: 5
Selection process:
Stage 1 – applications evaluation;
 Stage 2 – interviews;
 Stage 3 – online-test.
General requirements:
- English level “Upper intermediate” (IELTS – min. 6.0, TOEFL iBT – min. 80, other)
- 1+ years of work experience in the IT field;
- Knowledge of source control (git/svn/…), command line/ssh, testing, developer methodologies (Agile/spiral/…), cloud familiarity (AWS/Azure/…);
- Bachelor of Sciences in CS or other tech discipline (math, physics, engineering etc.)
Apply on the Foundation’s website by October 20th, 2019.
  ProvisionsDownloaded: 826, Size: 29.3 KB
Seen by: 869",1403
graduate-studies,https://yessenovfoundation.org/en/about-us/programs/science/graduate-studies/gs-2018/,Graduate Studies 2018 — Shakhmardan Yessenov Foundation,"Graduate Studies 2018
Acceptance of applications will start from 2.04.2018 and will last until 13.05.2018.
Program eligibility
The Program is open to Kazakhstani citizens older than 18, senior students or students with a degree no higher than Bachelor’s who completed their BA diploma in last 5 years, majoring in technical, engineering and natural sciences and invited to the top universities across the globe.
Number of grants: 2
Required documents:
- Scan copy of applicant’s national ID;
- Scan copy of applicant’s diploma and official transcript (all semesters);
- CV;
- Detailed portfolio of achievements in science;
- An essay on the subject: “I would like to pursue a master’s degree because …”;
- Recommendation letter from research advisor;
- Official admission acceptance letter from an international university;
- Detailed budget to obtain the degree.
Deadline for submitting documents: starting from 04.2018 till 13.05.2018.
Notes: The application must be sent to the e-mail address of the Foundation: info@yessenovfoundation.org.
Documents on the program:
Seen by: 986",1082
graduate-studies,https://yessenovfoundation.org/en/about-us/programs/science/graduate-studies/gs-2019/,Graduate Studies 2019 — Shakhmardan Yessenov Foundation,"Graduate Studies 2019
Program eligibility:
Applicants must be citizens of the Republic of Kazakhstan, over the age of 18, final year undergraduate students or young scientists with a Bachelor’s degree (obtained in the last 5 years) majoring in engineering or natural sciences, and having received an official acceptance letter from an internationally acclaimed university
Number of grants: 2
Required documents:
- A copy of the applicant’s national ID;
- A copy of the applicant’s diploma and official transcript (all semesters);
- CV;
- A detailed portfolio of achievements in science;
- An essay on the following subject: “I would like to pursue a master’s degree because …”;
- Recommendation letter from research advisor;
- Official admission acceptance letter from an international university;
- Detailed budget to obtain the degree.
Application call is open from April 1 to May 12, 2019.
Notes: the application and all supporting documents must be sent to the Foundation’s e-mail: info@yessenovfoundation.org.
 Provisions
Downloaded: 607, Size: 27.8 KB
 Application
Downloaded: 692, Size: 30.4 KB
 2 round participants
Downloaded: 661, Size: 23.3 KB
 Finalists
Downloaded: 615, Size: 24.2 KB
 Winners
Downloaded: 638, Size: 26.2 KB
Seen by: 1,467",1251
chess,https://yessenovfoundation.org/en/about-us/programs/knowledge/chess/chess-at-school/,Chess at School — Shakhmardan Yessenov Foundation,"Chess at School
The project consisted in introducing chess as a subject into the school curriculum and teaching it in experimental classes of 18 schools in Almaty, Kyzylorda, Pavlodar and Pavlodar Region. It also included a study on the psychodiagnostics of the cognitive development of children who studied chess under the project in comparison with children from control classes where the subject was not taught. The project was carried out by the Shakhmardan Yessenov Foundation in conjunction with the Kazakhstan Chess Federation for the second, third and fourth grades.
The study results showed that the pupils who studied chess demonstrated a higher level of intelligence, creativity and academic performance after three years in comparison with their peers who did not study the game. In the three years in which the Chess at School programme was implemented, the foundation provided 58 secondary schools in Kazakhstan with equipment for chess rooms; 18 schools received printed textbooks, while the rest got electronic versions. A report on the results of the programme was submitted to the Ministry of Education and Science of Kazakhstan for the introduction of chess as a variable subject into the curricula of the country’s secondary schools.
Results of the Chess at School project. News
Seen by: 1,273",1313
chess,https://yessenovfoundation.org/en/about-us/programs/knowledge/chess/chess-promotion-in-kazakhstan/,Chess Promotion in Kazakhstan — Shakhmardan Yessenov Foundation,"Chess Promotion in Kazakhstan
The updated and improved web resource of the Kazakhstan Chess Federation (KCF) was launched on January 18. The design of the resource, kazchess.kz, has been completely renovated to a new pattern reflecting the latest global tendencies in user interface and the structure is simplified to enhance the user experience.
In the process of updating the website, feedback both from the chess players and the Federation’s management was taken into consideration, and resulted in a new main menu and an optimized content. Additionally, the new web site has the ability to embed any module, whereas the old one did not have such function available for the administrator.
Moreover, there is now the possibility of online broadcast of chess matches from any competition held under the auspices of the KCF. The website has also been adjusted for an appropriate display on any computers and become “mobile ready”. The visitors will be able to bind his or her comments of the web-site with their social media accounts. Upgraded calendar of events and ratings of chess players was also added.
As the KCF Executive Director Irina Grishchenko said, “We are confident that the new website fully meets all the latest requirements, and will allow us to strengthen ties with members of the Federation, professional chess players and to increase the number of chess lovers in Kazakhstan, contributing to the popularization of the game within the country”.
The renovation of KCF’s online resource has been carried out by Neolabs, a web-studio with a 15-year old experience in designing architecture and infrastructure of web services. Amongts the works of the studio there are web products for various educational projects including The Shahmardan Yessenov Foundation and Global Student Center and companies such as ASTEL and Komesk-Omir. The Federation’s website is currently being finalized, and we would be happy to hear your opinion on its structure and functioning. By visiting the website and testing its work, you can send your suggestions to us: office@kazchess.kz.
Seen by: 1,209",2095
chess,https://yessenovfoundation.org/en/about-us/programs/knowledge/chess/kazakhstan-chess-federation/,Kazakhstan Chess Federation — Shakhmardan Yessenov Foundation,"Kazakhstan Chess Federation
“Galimzhan Yessenov was elected as President at the Congress of the Republican Chess Federation on July 04, 2015.
 Chess is an excellent tool to develop logical thinking, the ability to analyze, and build a strategy.
 The intellectual potential development is not only science and knowledge but also sport! Chess is a perfect tool to develop logical thinking, the ability to analyze, and build a strategy.
 Academic Shakhmardan Yessenov Science and Education Foundation becomes the general sponsor of the Kazakhstan Chess Federation (KCF) following its mission from July 2015 to March 2020”.
- For more details please visit the Federation’s website.
- Report on the activities of the Kazakhstan Chess Federation for 2015-2019 years
Seen by: 2,008",774
chess,https://yessenovfoundation.org/en/about-us/programs/knowledge/chess/shahmardan-yessenov-memorial-chess-tournament/,"""Shahmardan Yessenov Memorial"" chess tournament — Shakhmardan Yessenov Foundation","“Shahmardan Yessenov Memorial” chess tournament
The tournament takes place in the celebration of the 90th anniversary of the scientist and public figure, Shakhmardan Yessenov. The prize fund is a hefty 1 million 200 thousand tenges. The competition follows the 9-round Swiss system. Call for applications is open and will remain so till March 20.
Send your documents to info@yessenovfoundation.org with “Application for a tournament” in the subject line.
For additional information contact the Foundation
Seen by: 894",517
english-language-program,https://yessenovfoundation.org/en/about-us/programs/knowledge/english-language-program/2022-2023/,The grant for universities. English Language Program 2022-2023 — Shakhmardan Yessenov Foundation,"The grant for universities. English for students and teachers, 2022-2023.
Shakhmardan Yessenov Foundation is launching a competition among regional universities of Kazakhstan, that awards a grant to the university to conduct English language program.
Only regional universities of Kazakhstan located outside the cities of Nur-Sultan and Almaty participate in the competition.
The annual number of grants is 160.
Classes run twice a week (each class lasts 90 minutes) for 8 months from October 2022 to May 2023.
At the end of the year, 25 participants with the best attendance, engagement (homework) and progress test results (initial, intermediate and final) are given the opportunity to take an IELTS test at the expense of the Foundation.
Application are to be sent in digital format to info@yessenovfoundation.org. Applications are accepted until 31 March, 2022. The winner will be announced on 29 April, 2022.
Contacts (all inquiries):
 Email: aigerim.s@yessenovfoundation.org
 Phone numbers: 7 701 627 9607 (Aigerim), +7 771 775 1815 (Irina).
Seen by: 1,719",1062
english-language-program,https://yessenovfoundation.org/en/about-us/programs/knowledge/english-language-program/elp-2013/,"English Language Program, 2013-2014 — Shakhmardan Yessenov Foundation","English Language Program, 2013-2014
In 2013-2014, the program was held for the first time at the KSUTI IM University. Sh. Esenova in the city of Aktau. During the year, 60 students and teachers from the Faculty of Oil and Gas, and Transport and Construction were trained free of charge from the teachers of the prestigious international school Bonas MacFarlane.
At the end of the program, the participants shared their feedback on the program.
Feoktistova Elena, Associate Professor of the Department of Foreign Languages, Head of the Department of Academic Mobility
I would like to thank you very much for having organized such courses for our teachers with the participation of Mark. In my opinion, they are very useful and productive. I now constantly use the acquired knowledge and experience in practice. Recently I was invited to the regional PKI to give lectures for school teachers, it was very useful.
Bisembaeva Aigerim, 1st year student, Faculty of Oil and Gas
Tom’s classes are very interesting. Learning English directly with a native speaker is more effective and rewarding. I learn new rules that other teachers have not explained before. Communication with Tom helps us develop oral communication skills, listening comprehension, also helps us overcome psychological and language barriers.
Seen by: 1,113",1320
english-language-program,https://yessenovfoundation.org/en/about-us/programs/knowledge/english-language-program/elp-2014/,The English Language Program 2014-2015 — Shakhmardan Yessenov Foundation,"The English Language Program 2014-2015
In 2014-2015 the program was continued and held at the University of KSUTI named after Shakhmardan Yessenov in the city of Aktau. During the year, 60 students and free of charge were trained by the teachers of the prestigious international school Bonas MacFarlane.
Seen by: 1,080",318
english-language-program,https://yessenovfoundation.org/en/about-us/programs/knowledge/english-language-program/elp-2015/,The English Language Program 2015-2016 — Shakhmardan Yessenov Foundation,"The English Language Program 2015-2016
In the 2015-2016 the program was held at the KSUTI University named after Shakhmardan Yessenov in the city of Aktau. During the year, 56 students and teachers from the Faculty of Oil and Gas, and Transport and Construction were trained free of charge from the teachers of the prestigious international school Bonas MacFarlane. At the end of the program, the participant who demonstrated the greatest progress in training received the opportunity to attend an intensive English language course in the UK at the expense of the Yesenov Foundation.
Seen by: 1,084",598
english-language-program,https://yessenovfoundation.org/en/about-us/programs/knowledge/english-language-program/elp-2017/,English Language Program 2017-2018 — Shakhmardan Yessenov Foundation,"English Language Program 2017-2018
This year the program trains 120 students and teachers of Kyzylorda State University. The program lasts 9 months, after which students will receive international certificates
Shakhmardan Yessenov Science and Education Foundation announces the competition for English courses by one of Great Britain’s leading language schools, Bonas Macfarlane Education. Highly qualified teachers from the UK will conduct the courses.
Only teachers of KSU Korkyt Ata and students of the following faculties can participate in this competition:
•School of «Biology, geography and chemistry» of Natural sciences faculty,
•Engineering and technology faculty,
•Engineering and ecology faculty,
•Faculty of economics and information technologies
If you have leadership qualities, If you are thinking about a successful career in the future and if you plan to continue your education abroad, don’t miss the chance to submit your application!
Applications will be accepted till 10 May, 2017 (23:59).
For detailed information call: 7 771 775 6332 (Zhadyra), +7 771 718 7101 (Nursultan).
Seen by: 1,113",1112
